,avg_energy,avg_fourier,max_fourier,max_energy,avg_main_data,4,Label
13259,26,26,213,57,34,0,
13260,23,26,190,43,32,4,
13261,22,24,182,43,32,0,
13262,22,25,177,39,31,5,
13263,21,20,172,39,28,1,
13264,21,22,171,39,28,6,
13265,27,48,218,98,31,6,
13266,33,81,264,98,49,2,
13267,38,51,308,78,57,5,
13268,36,36,292,78,45,1,
13269,28,32,229,54,40,2,
13270,28,30,231,106,33,7,
13271,22,24,181,39,30,4,
13272,22,24,178,39,31,0,
13273,22,22,177,38,31,7,
13274,22,25,178,39,31,5,
13275,21,21,175,39,29,1,
13276,21,16,171,34,28,6,
13277,35,110,283,208,31,6,
13278,44,188,356,208,74,2,
13279,37,66,301,94,51,5,
13280,49,75,394,94,67,1,
13281,64,119,517,249,66,6,
13282,81,199,651,249,133,2,
13283,36,55,294,85,57,3,
13284,24,28,197,54,33,0,
13285,22,20,176,38,29,1,
13286,22,25,177,40,30,4,
13287,22,22,176,40,31,0,
13288,21,26,173,39,30,5,
13289,41,150,335,171,62,5,
13290,117,203,939,431,126,7,
13291,132,394,1057,431,209,3,
13292,38,54,305,217,43,7,
13293,82,172,657,217,124,3,
13294,68,121,545,166,90,2,
13295,23,23,191,60,32,0,
13296,23,22,189,39,33,7,
13297,23,25,184,39,32,3,
13298,22,21,178,39,30,1,
13299,30,58,242,231,29,7,
13300,122,253,976,305,208,5,
13301,88,204,706,305,104,1,
13302,49,133,397,169,59,1,
13303,80,177,647,221,118,4,
13304,59,66,478,221,65,0,
13305,60,53,487,109,85,6,
13306,195,406,1561,555,247,6,
13307,35,32,285,63,47,7,
13308,68,113,549,159,101,4,
13309,59,104,472,159,75,0,
13310,36,30,290,60,49,1,
13311,35,28,280,57,47,6,
13312,102,408,819,454,175,5,
13313,84,234,673,454,67,1,
13314,121,206,969,433,148,6,
13315,134,346,1073,433,200,2,
13316,177,369,1423,442,254,5,
13317,232,352,1857,459,348,4,
13318,108,181,870,459,126,0,
13319,120,334,964,607,113,6,
13320,289,519,2316,607,479,2,
13321,245,289,1960,676,242,6,
13322,200,608,1603,676,326,2,
13323,36,36,288,68,49,0,
13324,36,29,292,94,46,7,
13325,52,116,418,150,83,4,
13326,68,165,551,329,50,6,
13327,212,533,1699,629,398,4,
13328,97,206,782,629,70,0,
13329,67,67,539,107,97,4,
13330,87,157,699,211,125,5,
13331,34,31,273,60,47,0,
13332,33,34,266,54,46,5,
13333,32,30,258,54,43,1,
13334,32,24,261,51,44,6,
13335,33,31,265,54,45,6,
13336,88,274,709,318,145,5,
13337,68,155,549,318,66,1,
13338,51,162,413,191,81,5,
13339,46,96,373,191,48,1,
13340,41,44,333,66,58,5,
13341,56,136,453,170,86,5,
13342,49,81,396,170,56,1,
13343,38,33,309,117,48,0,
13344,32,32,263,58,46,0,
13345,31,33,255,52,44,3,
13346,31,26,251,52,42,1,
13347,31,27,252,51,42,6,
13348,120,390,960,585,131,6,
13349,161,526,1290,585,249,2,
13350,129,377,1035,436,192,5,
13351,96,211,768,436,88,1,
13352,72,98,579,150,106,5,
13353,168,326,1351,505,204,6,
13354,194,357,1557,505,293,2,
13355,33,31,267,58,46,0,
13356,33,34,270,56,46,5,
13357,34,31,276,56,47,1,
13358,33,25,267,51,45,1,
13359,32,30,260,53,44,6,
13360,106,395,855,452,160,5,
13361,106,237,852,452,124,1,
13362,38,33,304,66,51,0,
13363,81,215,649,428,62,6,
13364,187,383,1498,428,331,2,
13365,101,203,815,332,121,1,
13366,51,58,411,221,59,0,
13367,48,134,384,163,74,2,
13368,34,32,279,61,47,7,
13369,38,39,311,62,55,5,
13370,43,50,350,194,52,7,
13371,95,156,765,194,149,3,
13372,87,199,702,216,123,5,
13373,49,108,393,216,48,1,
13374,56,121,452,148,74,5,
13375,63,109,505,148,85,1,
13376,50,37,404,76,70,6,
13377,66,100,530,397,73,7,
13378,152,500,1216,534,270,4,
13379,33,31,267,54,45,6,
13380,33,34,265,54,46,2,
13381,33,32,265,55,46,7,
13382,43,79,349,316,45,7,
13383,216,636,1734,735,317,4,
13384,162,492,1302,735,231,0,
13385,73,113,589,215,93,6,
13386,126,255,1008,301,208,4,
13387,61,97,489,301,54,0,
13388,38,41,306,67,52,2,
13389,33,34,270,55,47,5,
13390,33,31,264,55,44,1,
13391,40,52,325,186,49,7,
13392,80,192,641,228,133,5,
13393,63,114,505,228,76,1,
13394,36,30,292,85,45,0,
13395,33,36,266,56,46,2,
13396,36,36,288,75,47,7,
13397,41,40,334,75,59,3,
13398,78,182,631,235,103,4,
13399,114,225,913,391,134,6,
13400,97,345,783,391,155,2,
13401,52,50,423,108,68,1,
13402,77,211,618,264,123,4,
13403,105,374,846,411,136,5,
13404,116,298,931,411,145,1,
13405,58,146,470,185,94,3,
13406,37,37,301,99,51,0,
13407,41,55,333,219,48,7,
13408,72,194,578,481,89,7,
13409,111,435,891,516,166,7,
13410,105,472,844,516,167,3,
13411,101,271,809,322,168,3,
13412,84,129,673,508,85,7,
13413,129,430,1036,508,206,3,
13414,152,170,1222,341,208,7,
13415,21,21,170,41,28,1,
13416,20,21,165,38,27,6,
13417,21,25,168,38,29,2,
13418,20,20,167,36,29,0,
13419,20,24,167,37,29,5,
13420,70,199,563,347,74,6,
13421,83,305,671,347,121,2,
13422,33,96,269,119,54,3,
13423,24,26,196,46,33,7,
13424,46,127,370,487,40,7,
13425,208,517,1670,580,366,5,
13426,123,282,989,580,116,1,
13427,23,24,188,43,31,4,
13428,22,24,181,43,32,0,
13429,21,26,175,39,30,3,
13430,20,19,165,39,27,1,
13431,20,20,166,37,28,6,
13432,30,71,240,268,29,7,
13433,66,235,533,268,108,3,
13434,40,70,327,94,61,3,
13435,27,28,223,60,34,6,
13436,44,50,356,111,58,6,
13437,70,153,566,207,112,4,
13438,54,59,439,207,62,0,
13439,26,22,210,44,35,6,
13440,23,28,191,44,33,2,
13441,21,21,171,40,29,0,
13442,21,22,169,37,29,7,
13443,21,24,168,37,29,3,
13444,94,349,755,393,111,6,
13445,106,336,853,393,148,2,
13446,28,46,224,177,31,7,
13447,45,149,366,177,72,3,
13448,48,62,384,100,76,4,
13449,189,678,1517,635,335,5,
13450,118,325,950,635,72,1,
13451,24,25,193,43,33,0,
13452,23,26,189,42,32,0,
13453,23,24,187,40,32,0,
13454,23,25,187,40,32,4,
13455,22,24,180,40,31,0,
13456,40,103,325,201,30,7,
13457,69,197,559,201,126,3,
13458,52,135,422,226,56,6,
13459,62,193,503,226,88,2,
13460,54,80,433,303,65,7,
13461,105,240,847,303,179,3,
13462,94,210,756,267,127,5,
13463,31,81,249,157,30,1,
13464,21,22,173,37,29,1,
13465,21,22,173,36,29,1,
13466,21,21,171,35,29,1,
13467,67,212,536,250,79,6,
13468,106,225,852,250,168,2,
13469,94,290,755,550,56,6,
13470,130,501,1045,550,228,2,
13471,39,55,319,121,46,6,
13472,86,279,695,319,142,5,
13473,118,303,950,347,145,5,
13474,90,201,727,347,103,1,
13475,72,157,580,182,110,3,
13476,66,136,528,163,85,2,
13477,77,127,618,213,110,7,
13478,156,372,1253,410,266,5,
13479,92,228,739,410,55,1,
13480,64,201,518,235,98,2,
13481,47,88,380,121,72,3,
13482,35,28,284,57,47,1,
13483,34,37,279,54,49,0,
13484,91,188,730,449,75,7,
13485,205,344,1643,449,330,3,
13486,100,202,806,277,134,0,
13487,45,119,362,229,42,6,
13488,54,202,439,229,90,2,
13489,60,191,483,715,48,7,
13490,250,629,2003,715,355,3,
13491,200,569,1607,689,317,2,
13492,41,44,335,135,47,0,
13493,73,195,587,231,126,5,
13494,50,115,405,231,46,1,
13495,50,70,407,278,56,7,
13496,168,381,1344,465,251,5,
13497,156,324,1250,465,187,1,
13498,102,223,819,299,153,3,
13499,26,41,214,85,32,1,
13500,68,169,546,208,104,5,
13501,73,125,584,264,62,7,
13502,86,222,693,264,154,3,
13503,41,84,328,201,58,0,
13504,22,24,177,91,25,0,
13505,20,25,163,40,29,7,
13506,21,23,171,40,29,3,
13507,21,23,173,39,29,4,
13508,22,26,178,39,31,0,
13509,36,76,291,303,33,7,
13510,138,424,1108,500,253,4,
13511,36,130,289,151,57,4,
13512,24,40,195,151,28,0,
13513,20,18,161,34,27,1,
13514,20,21,167,37,28,6,
13515,22,24,178,40,31,4,
13516,22,25,179,40,31,0,
13517,23,24,187,49,30,6,
13518,23,37,189,49,35,2,
13519,31,51,249,196,29,7,
13520,76,165,612,220,100,6,
13521,223,628,1789,638,403,5,
13522,131,314,1055,638,103,1,
13523,33,85,266,105,48,5,
13524,41,59,328,105,56,1,
13525,25,24,206,70,30,0,
13526,21,27,174,38,31,0,
13527,20,19,163,37,26,1,
13528,24,45,199,63,38,4,
13529,27,53,218,69,37,5,
13530,25,36,203,69,29,1,
13531,24,28,195,43,33,6,
13532,79,179,638,617,70,7,
13533,264,451,2115,617,451,3,
13534,141,281,1129,497,114,0,
13535,33,31,265,55,44,1,
13536,33,36,264,53,46,5,
13537,33,33,267,53,45,1,
13538,33,29,267,54,44,7,
13539,46,79,372,112,69,5,
13540,43,51,345,112,55,1,
13541,33,27,270,54,45,1,
13542,41,67,329,140,47,6,
13543,46,111,369,140,69,2,
13544,66,115,532,257,64,7,
13545,119,215,959,257,206,3,
13546,60,65,482,227,70,0,
13547,53,119,428,152,87,2,
13548,27,24,221,77,33,0,
13549,23,28,184,41,33,0,
13550,21,19,169,38,27,1,
13551,28,40,231,118,30,7,
13552,47,108,376,118,80,3,
13553,25,42,203,88,29,1,
13554,21,21,171,37,28,6,
13555,43,90,349,171,49,6,
13556,118,265,948,465,141,7,
13557,247,422,1977,527,434,4,
13558,107,236,863,527,64,0,
13559,53,162,429,276,56,6,
13560,60,249,486,276,91,2,
13561,64,215,516,546,77,7,
13562,209,590,1672,634,384,4,
13563,77,201,619,634,43,0,
13564,31,44,255,67,44,2,
13565,25,33,207,45,37,2,
13566,22,22,180,38,30,1,
13567,22,26,178,38,31,0,
13568,22,20,182,40,30,6,
13569,23,27,185,40,32,2,
13570,23,24,189,40,31,7,
13571,23,27,186,59,27,6,
13572,84,178,679,294,116,6,
13573,75,254,604,294,102,2,
13574,84,159,678,298,94,7,
13575,208,431,1665,516,373,4,
13576,82,221,661,516,54,0,
13577,39,63,317,110,54,1,
13578,32,94,262,178,26,6,
13579,44,157,355,178,73,2,
13580,33,31,270,89,44,7,
13581,111,270,892,347,167,5,
13582,94,249,754,347,112,1,
13583,46,164,373,191,79,3,
13584,31,32,250,96,34,7,
13585,42,71,339,96,69,3,
13586,27,26,219,80,31,7,
13587,67,129,537,430,69,7,
13588,138,391,1104,430,250,3,
13589,44,95,354,365,44,0,
13590,33,67,266,94,48,3,
13591,25,25,205,54,33,7,
13592,39,48,313,191,46,7,
13593,203,698,1625,814,333,5,
13594,143,465,1150,814,133,1,
13595,22,25,181,38,31,4,
13596,22,24,176,38,30,0,
13597,21,21,173,37,28,4,
13598,27,41,218,88,32,6,
13599,29,69,232,88,44,2,
13600,20,23,165,36,28,4,
13601,20,25,165,36,29,0,
13602,21,19,171,41,27,6,
13603,33,52,269,202,39,7,
13604,60,163,481,202,92,3,
13605,133,304,1064,397,204,5,
13606,101,240,813,397,113,1,
13607,36,81,288,107,55,4,
13608,27,29,216,107,32,0,
13609,21,22,168,37,28,3,
13610,20,21,164,36,27,4,
13611,25,36,207,139,31,7,
13612,71,272,570,301,126,4,
13613,35,76,282,301,35,0,
13614,26,27,209,53,32,6,
13615,32,33,263,53,47,2,
13616,34,37,275,53,47,2,
13617,42,59,336,228,48,7,
13618,69,191,557,228,113,3,
13619,26,27,209,70,31,0,
13620,21,25,175,38,31,0,
13621,21,18,168,37,27,1,
13622,24,32,199,114,31,7,
13623,31,93,253,114,49,3,
13624,21,20,170,37,28,6,
13625,21,25,174,38,30,7,
13626,24,29,197,44,34,5,
13627,23,26,191,44,31,1,
13628,21,25,174,36,31,0,
13629,21,20,174,40,28,7,
13630,65,136,524,252,80,6,
13631,27,45,220,61,40,2,
13632,23,21,191,42,30,6,
13633,57,180,462,211,96,4,
13634,111,480,888,520,166,5,
13635,78,294,628,520,64,1,
13636,30,33,247,54,45,3,
13637,51,192,414,218,80,5,
13638,76,130,613,285,78,7,
13639,121,206,968,285,188,3,
13640,82,90,663,237,118,0,
13641,124,393,999,407,210,5,
13642,84,206,675,407,65,1,
13643,45,175,367,197,71,5,
13644,52,116,417,197,66,1,
13645,60,211,483,384,29,6,
13646,122,350,979,384,214,2,
13647,131,538,1048,583,231,4,
13648,43,159,350,583,30,0,
13649,19,18,157,35,25,1,
13650,20,24,166,36,29,7,
13651,27,42,218,167,29,7,
13652,95,347,761,389,159,4,
13653,65,106,521,389,81,0,
13654,63,172,506,216,98,4,
13655,33,88,267,171,27,6,
13656,46,153,370,171,80,2,
13657,25,24,205,44,34,6,
13658,34,76,279,292,36,7,
13659,198,375,1584,505,289,6,
13660,178,373,1428,505,234,2,
13661,46,78,370,110,64,3,
13662,80,330,643,374,138,4,
13663,47,101,378,374,45,0,
13664,63,173,507,218,103,4,
13665,60,64,485,218,72,0,
13666,74,119,597,246,86,6,
13667,23,33,189,120,28,0,
13668,19,21,159,35,26,4,
13669,20,24,162,35,29,0,
13670,19,18,158,35,25,6,
13671,20,24,160,35,28,2,
13672,33,76,264,295,27,7,
13673,81,246,648,295,137,3,
13674,57,79,460,119,82,4,
13675,32,37,258,119,39,0,
13676,30,27,243,60,39,6,
13677,111,333,894,392,143,5,
13678,142,269,1143,392,210,1,
13679,22,20,178,39,29,1,
13680,22,25,177,37,31,2,
13681,21,24,174,36,30,3,
13682,21,20,170,35,28,1,
13683,21,25,172,37,31,7,
13684,36,123,295,227,29,6,
13685,54,201,435,227,94,2,
13686,34,48,272,194,35,7,
13687,51,162,410,194,83,3,
13688,43,36,349,81,58,6,
13689,55,53,447,105,78,7,
13690,54,60,435,105,75,3,
13691,36,131,293,150,58,2,
13692,20,26,167,37,30,2,
13693,20,22,163,36,27,3,
13694,20,21,162,36,27,4,
13695,20,24,164,36,29,0,
13696,30,76,245,297,26,7,
13697,146,491,1169,575,277,4,
13698,62,163,501,575,38,0,
13699,88,266,711,262,154,5,
13700,68,126,549,262,60,1,
13701,117,281,940,471,132,6,
13702,130,388,1046,471,197,2,
13703,39,151,318,170,66,2,
13704,20,19,166,38,26,1,
13705,20,26,166,36,30,2,
13706,20,20,162,35,27,3,
13707,20,23,163,36,28,4,
13708,26,41,208,59,36,5,
13709,43,98,348,126,64,5,
13710,57,83,460,175,53,7,
13711,74,154,594,175,119,3,
13712,56,59,451,187,64,7,
13713,210,508,1685,756,252,6,
13714,256,585,2054,756,383,2,
13715,27,28,223,55,35,6,
13716,36,36,293,62,52,6,
13717,40,40,323,64,57,7,
13718,40,36,324,64,55,3,
13719,49,74,399,292,55,7,
13720,84,252,673,292,118,3,
13721,60,181,480,216,94,2,
13722,37,36,298,58,51,4,
13723,36,35,293,58,50,0,
13724,62,133,503,500,50,7,
13725,123,428,985,500,221,3,
13726,50,46,403,147,62,0,
13727,50,101,405,179,54,6,
13728,82,155,658,244,113,7,
13729,61,207,495,244,100,3,
13730,44,71,353,163,48,7,
13731,129,340,1032,421,195,5,
13732,148,289,1189,421,219,1,
13733,53,123,430,214,33,6,
13734,46,193,375,214,78,2,
13735,24,23,192,40,32,7,
13736,25,23,206,40,37,3,
13737,24,21,196,46,33,7,
13738,43,74,345,293,48,7,
13739,42,106,343,211,31,7,
13740,76,203,613,211,135,3,
13741,48,80,387,171,52,6,
13742,102,246,818,282,165,5,
13743,68,153,544,282,68,1,
13744,56,142,454,173,95,5,
13745,40,85,324,173,40,1,
13746,27,33,223,50,40,0,
13747,42,127,342,239,36,6,
13748,84,213,672,358,111,7,
13749,333,838,2669,978,568,5,
13750,217,476,1736,978,204,1,
13751,43,159,344,182,68,5,
13752,49,95,393,182,59,1,
13753,28,33,226,75,34,0,
13754,25,25,203,42,34,0,
13755,68,302,547,537,39,6,
13756,127,482,1018,537,233,2,
13757,69,190,554,224,97,5,
13758,55,114,440,224,59,1,
13759,43,35,345,81,55,1,
13760,46,54,370,81,65,5,
13761,45,45,366,81,62,1,
13762,156,694,1253,758,243,5,
13763,20,26,161,35,29,2,
13764,19,18,157,35,25,6,
13765,20,24,163,35,29,2,
13766,20,20,164,35,28,7,
13767,20,23,164,37,28,7,
13768,20,23,163,37,28,3,
13769,36,115,290,215,31,6,
13770,46,194,373,215,77,2,
13771,27,30,221,48,37,6,
13772,41,61,334,232,49,7,
13773,152,300,1219,409,246,4,
13774,109,194,876,409,117,0,
13775,27,29,217,64,33,6,
13776,36,45,289,64,56,2,
13777,56,166,451,199,88,5,
13778,52,95,417,199,56,1,
13779,72,140,577,462,58,7,
13780,169,342,1357,462,286,3,
13781,80,170,647,292,104,0,
13782,39,48,316,70,55,2,
13783,33,25,268,54,43,1,
13784,34,37,279,60,49,7,
13785,80,289,647,334,127,5,
13786,99,206,799,334,126,1,
13787,23,26,184,44,31,7,
13788,25,28,207,45,35,6,
13789,28,41,226,51,41,5,
13790,46,160,368,185,71,5,
13791,39,94,312,185,39,1,
13792,26,24,209,45,35,1,
13793,25,32,207,44,35,6,
13794,26,31,209,44,36,2,
13795,23,24,187,42,31,0,
13796,26,32,215,53,37,7,
13797,37,47,303,189,44,7,
13798,69,145,559,189,102,3,
13799,30,57,240,223,31,0,
13800,40,63,325,90,62,5,
13801,32,43,261,90,39,1,
13802,22,21,176,39,29,7,
13803,109,422,877,407,205,5,
13804,125,257,1000,407,92,1,
13805,147,229,1177,316,242,2,
13806,53,76,426,225,54,0,
13807,35,39,280,59,49,1,
13808,32,32,263,69,41,6,
13809,71,193,573,241,108,4,
13810,140,336,1122,365,238,4,
13811,75,201,601,238,132,5,
13812,59,135,475,238,63,1,
13813,33,63,264,129,36,1,
13814,40,122,326,232,34,6,
13815,82,205,663,232,126,2,
13816,65,156,526,297,78,7,
13817,240,665,1926,800,408,5,
13818,155,403,1246,800,145,1,
13819,36,75,295,99,47,5,
13820,43,62,350,99,57,1,
13821,56,125,454,251,57,6,
13822,73,212,586,251,111,2,
13823,49,212,392,233,83,5,
13824,61,145,493,233,79,1,
13825,34,59,272,124,30,1,
13826,72,138,578,237,89,6,
13827,138,271,1105,603,130,7,
13828,258,541,2070,621,489,4,
13829,144,413,1152,621,147,0,
13830,210,479,1684,591,339,4,
13831,64,168,515,591,39,0,
13832,40,57,327,91,60,4,
13833,76,190,611,199,125,4,
13834,59,93,479,199,62,0,
13835,21,29,174,38,31,5,
13836,21,19,173,38,28,1,
13837,21,27,173,37,31,5,
13838,21,21,170,37,28,1,
13839,22,27,180,49,29,6,
13840,55,154,442,169,93,5,
13841,59,125,475,221,47,6,
13842,81,277,649,454,78,6,
13843,75,433,604,454,136,2,
13844,26,26,213,55,34,6,
13845,127,460,1017,492,225,4,
13846,111,208,889,492,70,0,
13847,27,34,222,81,32,6,
13848,35,61,285,81,57,2,
13849,21,21,175,49,27,0,
13850,20,27,167,36,30,2,
13851,21,20,175,59,27,7,
13852,24,43,194,59,37,3,
13853,21,21,173,41,28,7,
13854,47,174,380,202,80,4,
13855,35,50,286,202,39,0,
13856,38,30,305,84,52,7,
13857,118,356,947,397,203,4,
13858,104,169,833,397,94,0,
13859,22,28,178,38,31,0,
13860,21,21,170,37,28,4,
13861,21,24,173,37,29,0,
13862,34,60,278,86,51,5,
13863,34,44,277,109,39,7,
13864,84,199,672,227,140,5,
13865,63,140,507,227,71,1,
13866,22,21,179,40,29,6,
13867,36,59,293,128,40,6,
13868,54,93,439,128,84,2,
13869,104,230,835,516,98,7,
13870,180,436,1444,516,278,3,
13871,23,29,187,39,34,5,
13872,23,20,184,39,30,1,
13873,23,28,184,39,33,5,
13874,22,22,180,39,29,1,
13875,28,51,226,105,32,6,
13876,37,90,296,163,49,7,
13877,37,142,300,163,61,3,
13878,29,59,235,232,29,7,
13879,86,284,689,296,149,4,
13880,53,82,429,296,64,0,
13881,154,686,1235,756,281,4,
13882,83,201,668,756,67,0,
13883,35,29,286,50,49,1,
13884,35,30,286,50,49,2,
13885,35,30,287,50,49,1,
13886,36,29,289,51,49,6,
13887,70,144,567,407,55,7,
13888,166,309,1329,407,296,3,
13889,77,95,622,269,77,0,
13890,71,69,575,107,103,2,
13891,67,58,542,105,94,1,
13892,131,192,1054,451,157,7,
13893,267,436,2141,522,453,5,
13894,119,246,956,522,100,1,
13895,95,344,767,393,156,5,
13896,83,201,666,393,82,1,
13897,80,151,641,598,75,7,
13898,162,505,1296,598,288,3,
13899,92,200,742,305,128,0,
13900,64,69,516,262,79,0,
13901,56,44,449,79,77,0,
13902,55,44,441,77,75,0,
13903,55,44,442,77,76,2,
13904,57,44,463,94,77,6,
13905,155,366,1246,469,236,5,
13906,133,284,1068,469,152,1,
13907,109,236,874,301,162,4,
13908,120,204,965,301,171,0,
13909,86,168,688,282,125,0,
13910,73,78,591,215,76,0,
13911,180,315,1447,531,246,6,
13912,162,430,1296,531,213,2,
13913,71,162,573,215,108,3,
13914,68,122,550,250,77,6,
13915,73,207,590,250,115,2,
13916,58,47,469,123,77,7,
13917,125,287,1002,368,177,5,
13918,125,203,1003,368,164,1,
13919,40,37,324,83,52,6,
13920,40,56,327,83,58,2,
13921,38,31,310,57,53,6,
13922,41,33,331,61,57,7,
13923,42,34,340,61,58,3,
13924,41,33,331,59,57,3,
13925,50,88,403,184,56,6,
13926,56,150,455,184,88,2,
13927,40,32,322,58,55,0,
13928,77,146,621,273,88,7,
13929,207,428,1658,476,361,5,
13930,110,233,882,476,89,1,
13931,40,32,327,57,56,1,
13932,40,33,327,57,56,1,
13933,40,33,320,57,54,0,
13934,39,33,319,56,55,2,
13935,45,46,360,89,60,6,
13936,62,117,496,146,85,5,
13937,63,98,510,146,81,1,
13938,54,99,435,143,81,3,
13939,49,43,395,89,66,7,
13940,165,377,1325,652,171,6,
13941,276,488,2211,652,452,2,
13942,105,127,844,389,120,0,
13943,41,34,330,59,56,5,
13944,40,33,327,59,56,1,
13945,43,45,346,72,62,5,
13946,40,31,325,72,53,1,
13947,40,33,327,59,56,5,
13948,53,94,426,199,57,6,
13949,121,235,969,279,190,4,
13950,81,183,648,279,97,0,
13951,41,33,330,63,56,7,
13952,87,169,700,624,88,7,
13953,233,508,1865,624,414,3,
13954,140,219,1127,525,118,0,
13955,39,33,318,56,55,2,
13956,42,54,337,90,59,4,
13957,39,33,319,90,53,0,
13958,38,32,308,55,53,2,
13959,38,30,305,53,52,1,
13960,38,32,311,56,53,5,
13961,43,47,350,108,54,6,
13962,71,196,569,242,117,4,
13963,69,147,557,242,100,0,
13964,57,81,458,227,52,7,
13965,205,413,1641,550,327,5,
13966,165,319,1327,550,176,1,
13967,41,34,332,58,57,5,
13968,40,31,325,58,55,1,
13969,43,60,345,88,61,5,
13970,43,43,349,88,56,1,
13971,40,36,326,63,57,3,
13972,56,108,453,141,89,4,
13973,48,46,385,141,53,0,
13974,50,51,405,94,74,3,
13975,46,37,370,83,62,0,
13976,102,373,821,688,71,6,
13977,154,623,1234,688,262,2,
13978,74,103,597,165,108,3,
13979,86,343,693,384,142,5,
13980,91,210,735,384,74,1,
13981,125,238,1005,458,131,7,
13982,273,429,2184,763,376,6,
13983,252,606,2020,763,404,2,
13984,74,186,592,351,99,0,
13985,43,37,346,80,58,6,
13986,42,54,340,80,59,2,
13987,55,120,441,241,56,6,
13988,86,207,695,283,105,7,
13989,164,331,1317,381,297,5,
13990,91,182,734,381,82,1,
13991,61,89,494,315,60,7,
13992,121,243,975,315,213,3,
13993,60,84,487,197,67,1,
13994,39,31,318,74,53,0,
13995,57,118,456,466,56,7,
13996,234,676,1874,795,397,5,
13997,150,414,1207,795,147,1,
13998,51,58,409,221,59,7,
13999,67,177,536,221,103,3,
14000,54,62,436,105,75,7,
14001,80,77,646,233,103,7,
14002,123,203,988,255,195,5,
14003,60,100,487,207,73,6,
14004,65,166,526,207,97,2,
14005,50,44,405,90,69,6,
14006,62,87,499,194,65,7,
14007,112,166,902,228,177,4,
14008,86,123,691,228,107,0,
14009,77,162,623,260,111,7,
14010,72,211,579,260,115,3,
14011,57,81,456,317,65,7,
14012,171,492,1375,582,273,4,
14013,138,255,1111,582,190,0,
14014,75,69,601,130,101,0,
14015,116,212,931,248,192,5,
14016,132,338,1059,401,192,5,
14017,101,207,811,470,81,7,
14018,206,418,1653,490,318,4,
14019,198,328,1589,490,291,0,
14020,179,475,1435,590,278,4,
14021,102,180,816,590,116,0,
14022,59,54,475,90,82,5,
14023,58,45,465,90,78,1,
14024,69,63,555,225,88,7,
14025,156,256,1252,517,177,6,
14026,179,468,1436,517,287,2,
14027,75,85,601,274,71,7,
14028,115,212,922,305,184,7,
14029,87,247,701,305,127,3,
14030,106,203,851,426,105,6,
14031,171,328,1369,426,271,2,
14032,75,135,607,196,96,0,
14033,75,136,606,174,119,4,
14034,60,56,483,174,78,0,
14035,56,51,455,90,75,7,
14036,145,590,1163,662,234,5,
14037,186,348,1491,662,202,1,
14038,152,285,1221,375,225,3,
14039,110,226,887,307,176,7,
14040,114,240,919,307,152,3,
14041,88,148,708,197,139,4,
14042,65,95,522,209,65,6,
14043,163,522,1304,599,298,4,
14044,118,199,951,599,72,0,
14045,142,394,1136,474,245,3,
14046,92,189,738,482,115,7,
14047,298,646,2388,839,466,5,
14048,230,395,1841,839,267,1,
14049,100,114,804,195,140,3,
14050,87,72,703,156,120,0,
14051,108,195,864,346,111,6,
14052,112,294,896,346,166,2,
14053,121,160,971,260,198,4,
14054,163,370,1309,476,207,7,
14055,159,400,1277,476,221,3,
14056,42,34,343,78,57,0,
14057,41,34,332,59,57,6,
14058,43,40,348,67,59,5,
14059,45,38,366,72,63,4,
14060,63,121,504,249,68,6,
14061,74,206,595,249,113,2,
14062,95,158,765,249,141,7,
14063,57,100,456,217,57,6,
14064,119,195,957,351,169,7,
14065,133,254,1071,351,208,3,
14066,138,453,1110,524,224,5,
14067,189,493,1517,580,232,5,
14068,270,440,2160,652,335,6,
14069,170,576,1363,652,222,2,
14070,44,35,359,71,60,1,
14071,57,116,458,237,59,6,
14072,99,210,797,496,114,7,
14073,198,355,1585,496,323,3,
14074,160,138,1284,303,223,0,
14075,64,113,516,204,81,6,
14076,137,317,1103,493,154,6,
14077,172,375,1379,493,267,2,
14078,77,168,618,218,115,4,
14079,129,523,1037,570,173,5,
14080,187,350,1501,570,278,1,
14081,68,137,549,362,47,0,
14082,59,176,477,217,96,3,
14083,31,50,255,105,34,6,
14084,105,305,847,361,153,5,
14085,144,196,1158,361,214,1,
14086,51,87,408,224,45,0,
14087,126,270,1012,313,216,5,
14088,130,162,1043,313,152,1,
14089,105,130,846,221,130,1,
14090,143,280,1144,430,189,6,
14091,126,364,1012,430,160,2,
14092,50,167,406,196,81,2,
14093,27,21,218,57,36,7,
14094,59,207,478,240,98,5,
14095,126,310,1011,347,175,4,
14096,128,179,1024,354,117,6,
14097,144,292,1157,354,251,2,
14098,89,165,717,337,84,6,
14099,70,206,564,235,122,5,
14100,106,263,854,311,148,4,
14101,160,246,1286,440,190,7,
14102,216,339,1734,440,278,3,
14103,178,339,1431,435,267,2,
14104,102,178,822,257,150,2,
14105,51,44,414,104,70,0,
14106,53,40,425,77,73,1,
14107,95,190,761,236,145,4,
14108,160,393,1280,394,254,4,
14109,94,191,758,394,81,0,
14110,125,283,1007,365,172,5,
14111,46,99,375,338,28,7,
14112,92,286,742,338,166,3,
14113,45,51,364,114,52,1,
14114,150,441,1205,589,220,7,
14115,259,482,2072,589,406,3,
14116,117,203,936,480,124,0,
14117,47,66,376,143,56,1,
14118,52,65,419,254,60,7,
14119,150,399,1202,483,239,4,
14120,152,406,1223,483,237,0,
14121,66,113,534,372,69,0,
14122,104,134,834,341,127,7,
